time,r2,r4,a2
26288.72,96.25253,36286.36,1.350013
26805.9,97.75661,37320.66,1.343194
27333.22,99.27114,38360.5,1.335551
27870.92,100.8049,39502.07,1.332427
28419.22,102.3052,40595.69,1.32721
28978.28,103.8709,41763.59,1.322531
29548.35,105.425,42944.66,1.318321
30129.65,106.9552,44126.93,1.314469
30722.35,108.5803,45452.91,1.313188
31326.72,110.2301,46712.11,1.306641
31943,111.864,47927.81,1.298044
32571.4,113.5504,49249.92,1.291815
33212.15,115.2754,50552.95,1.282574
33865.5,117.0763,51909.39,1.272265
34531.72,119.1467,53409.34,1.257379
35211.05,121.1957,55078.44,1.249877
35903.72,123.3852,56848.08,1.240479
36610.03,125.6298,58764.97,1.234005
37330.22,127.948,60856.17,1.230433
38064.6,130.1768,62765.01,1.222293
38813.43,132.5525,64783.91,1.212294
39576.97,134.8237,66560.22,1.197017
40355.55,137.1477,68466.42,1.183995
41149.43,139.4109,70351.01,1.171841
41958.93,141.7221,72249.27,1.158288
42784.35,144.081,74172.79,1.143791
43626.03,146.4883,76186.62,1.130219
44484.25,148.9761,78234.39,1.115028
45359.35,151.5635,80401,1.10002
46251.68,154.2057,82775.56,1.088586
47161.55,156.7373,85132.84,1.079235
48089.32,159.2856,87543.06,1.070238
49035.35,161.8236,90019.01,1.062537
50000,164.3456,92532.86,1.055563
